method,seed_index,slot,time_avg_delay,time_avg_energy_raw,time_avg_energy_scaled,time_avg_fidelity
proposed,1,433,2794.08480509,4.388162449618e-01,0.43881624,0.69334417
proposed,1,434,2791.8588448,4.382750785996e-01,0.43827508,0.69333884
proposed,1,435,2791.20846225,4.381261615983e-01,0.43812616,0.69340295
proposed,1,436,2797.21851371,4.380674631437e-01,0.43806746,0.69335326
proposed,1,437,2800.18684535,4.383315949888e-01,0.43833159,0.69336383
proposed,1,438,2802.18045828,4.388163990736e-01,0.4388164,0.69333196
proposed,1,439,2801.66060541,4.393855384166e-01,0.43938554,0.69327096
proposed,1,440,2803.94638873,4.399269696734e-01,0.43992697,0.69327242
proposed,1,441,2801.9846488,4.398732949689e-01,0.43987329,0.69314122
proposed,1,442,2801.87246551,4.398972640223e-01,0.43989726,0.69311563
proposed,1,443,2800.29045231,4.398967471839e-01,0.43989675,0.6931026
proposed,1,444,2800.48600055,4.405785717773e-01,0.44057857,0.69312461
proposed,1,445,2799.96980157,4.408980558355e-01,0.44089806,0.69322472
proposed,1,446,2799.75100184,4.405458609063e-01,0.44054586,0.69326745
proposed,1,447,2800.69114949,4.408004292621e-01,0.44080043,0.69326172
proposed,1,448,2799.53343287,4.406609092584e-01,0.44066091,0.69317549
proposed,1,449,2799.67109054,4.410317114109e-01,0.44103171,0.69324321
proposed,1,450,2799.88224122,4.408959643340e-01,0.44089596,0.69326455
proposed,1,451,2799.68718774,4.408855950523e-01,0.4408856,0.69330138
proposed,1,452,2799.18079479,4.404553722557e-01,0.44045537,0.6932872
proposed,1,453,2802.08191174,4.406777894163e-01,0.44067779,0.69335142
proposed,1,454,2801.3963522,4.404290401402e-01,0.44042904,0.69331198
proposed,1,455,2800.40233193,4.407042599752e-01,0.44070426,0.69333417
proposed,1,456,2800.36986127,4.413563854978e-01,0.44135639,0.69334537
proposed,1,457,2800.68784467,4.411628180423e-01,0.44116282,0.69341668
proposed,1,458,2800.03574992,4.407078580369e-01,0.44070786,0.69343037
proposed,1,459,2798.83630571,4.402431357649e-01,0.44024314,0.69332951
proposed,1,460,2799.83883097,4.408323592245e-01,0.44083236,0.69341882
proposed,1,461,2797.7271979,4.409370161931e-01,0.44093702,0.69335101
proposed,1,462,2796.30723414,4.408952314887e-01,0.44089523,0.69334432
proposed,1,463,2795.14350399,4.407429017219e-01,0.4407429,0.69332134
proposed,1,464,2795.87261866,4.406916884600e-01,0.44069169,0.69329291
proposed,1,465,2795.40381516,4.407376486214e-01,0.44073765,0.6933316
proposed,1,466,2794.28814192,4.404493947380e-01,0.44044939,0.6933578
proposed,1,467,2794.84131543,4.404900180648e-01,0.44049002,0.69336445
proposed,1,468,2793.23886501,4.402219475026e-01,0.44022195,0.69331178
proposed,1,469,2796.13232342,4.403167015692e-01,0.4403167,0.6933791
proposed,1,470,2796.7846673,4.404278568443e-01,0.44042786,0.6933806
proposed,1,471,2794.87752602,4.400511117833e-01,0.44005111,0.69340218
proposed,1,472,2800.56927544,4.398967924673e-01,0.43989679,0.69336882
proposed,1,473,2799.54302626,4.402951851666e-01,0.44029519,0.69331707
proposed,1,474,2800.45548794,4.402446014491e-01,0.4402446,0.69327356
proposed,1,475,2800.44631773,4.408320797830e-01,0.44083208,0.69333031
proposed,1,476,2801.69226644,4.405530001014e-01,0.440553,0.69343296
proposed,1,477,2801.76788267,4.398291335241e-01,0.43982913,0.6934754
proposed,1,478,2801.51765768,4.398287056333e-01,0.43982871,0.69341129
proposed,1,479,2801.1004048,4.402950557440e-01,0.44029506,0.69346198
proposed,1,480,2801.58113439,4.396057903690e-01,0.43960579,0.69351847
proposed,1,481,2801.11612392,4.390788945557e-01,0.43907889,0.69346029
proposed,1,482,2801.10873868,4.390569640916e-01,0.43905696,0.69340904
proposed,1,483,2801.37602457,4.391883940922e-01,0.43918839,0.69351514
proposed,1,484,2799.47560359,4.388623440645e-01,0.43886234,0.69355135
proposed,1,485,2798.35243136,4.384009610553e-01,0.43840096,0.69357881
proposed,1,486,2802.12409482,4.390756274633e-01,0.43907563,0.69363675
proposed,1,487,2801.2355467,4.392749188941e-01,0.43927492,0.69361877
proposed,1,488,2801.87878544,4.392332901709e-01,0.43923329,0.69362424
proposed,1,489,2801.87754617,4.393301808975e-01,0.43933018,0.69362031
proposed,1,490,2802.43999489,4.392798538747e-01,0.43927985,0.69363365
proposed,1,491,2801.62348968,4.392587395486e-01,0.43925874,0.69362717
proposed,1,492,2800.44835478,4.393667298407e-01,0.43936673,0.69362804
proposed,1,493,2803.73514477,4.405659615171e-01,0.44056596,0.69368182
proposed,1,494,2803.05407822,4.404945377294e-01,0.44049454,0.69374131
proposed,1,495,2801.22945147,4.404888016096e-01,0.4404888,0.69370174
proposed,1,496,2801.11110012,4.405409312995e-01,0.44054093,0.69371764
proposed,1,497,2800.36714884,4.408899181841e-01,0.44088992,0.69364047
proposed,1,498,2800.52717538,4.407994391495e-01,0.44079944,0.69363104
proposed,1,499,2802.7235946,4.409815448705e-01,0.44098154,0.69368736
proposed,1,500,2803.79283569,4.406677792982e-01,0.44066778,0.6936055
proposed,2,1,4426.23263544,8.376415654957e-02,0.08376416,0.57785081
proposed,2,2,2725.44442824,2.134401508904e-01,0.21344015,0.57868814
proposed,2,3,3183.64024778,3.138619336782e-01,0.31386193,0.60359521
proposed,2,4,3065.56724344,3.926415014373e-01,0.3926415,0.62294146
proposed,2,5,2873.23926693,3.667892824263e-01,0.36678928,0.6288057
proposed,2,6,2644.67668489,3.337040306083e-01,0.33370403,0.63526497
proposed,2,7,2660.76068599,3.594476752546e-01,0.35944768,0.64291568
proposed,2,8,2625.50120015,3.586656947203e-01,0.35866569,0.64512278
proposed,2,9,2645.22215777,3.732999997522e-01,0.3733,0.64307688
proposed,2,10,2644.84641089,3.787351962435e-01,0.3787352,0.64339937
proposed,2,11,2656.51024877,3.811932171167e-01,0.38119322,0.64554996
proposed,2,12,2606.72994008,3.865487398119e-01,0.38654874,0.64823811
proposed,2,13,2669.05519773,3.793690633438e-01,0.37936906,0.6523992
proposed,2,14,2661.59884797,3.740441746533e-01,0.37404417,0.65345549
proposed,2,15,2660.22354281,3.768838385051e-01,0.37688384,0.65424756
proposed,2,16,2634.46158604,3.852457585380e-01,0.38524576,0.6534214
proposed,2,17,2658.97585071,3.797006267859e-01,0.37970063,0.65573965
proposed,2,18,2614.51886967,3.837592340109e-01,0.38375923,0.65624528
proposed,2,19,2651.46381569,3.762277518062e-01,0.37622775,0.65535284
proposed,2,20,2686.68089256,3.731179081820e-01,0.37311791,0.65673986
proposed,2,21,2687.66007134,3.770307403779e-01,0.37703074,0.65701903
proposed,2,22,2643.03553646,3.796069634149e-01,0.37960696,0.65696559
proposed,2,23,2630.52830677,3.783376589293e-01,0.37833766,0.65719542
proposed,2,24,2617.13142578,3.853286405491e-01,0.38532864,0.65925411
proposed,2,25,2594.1055993,3.876521637724e-01,0.38765216,0.66040092
proposed,2,26,2600.83029559,3.898616610333e-01,0.38986166,0.66131653
proposed,2,27,2608.79171703,3.819296387064e-01,0.38192964,0.66101014
proposed,2,28,2590.52908286,3.813494595354e-01,0.38134946,0.66062294
proposed,2,29,2612.37069776,3.845582063349e-01,0.38455821,0.66194509
proposed,2,30,2613.66839423,3.906561771637e-01,0.39065618,0.66201302
proposed,2,31,2608.95709087,3.939094251812e-01,0.39390943,0.66249583
proposed,2,32,2608.95849916,3.973209523888e-01,0.39732095,0.66210319
proposed,2,33,2610.52090475,3.961015235837e-01,0.39610152,0.66267979
proposed,2,34,2579.0185635,3.918948891548e-01,0.39189489,0.66370066
proposed,2,35,2570.64548709,3.869910904413e-01,0.38699109,0.66368393
proposed,2,36,2555.15317851,3.869502421329e-01,0.38695024,0.66445975
proposed,2,37,2566.31419605,3.806414373400e-01,0.38064144,0.66416766
proposed,2,38,2544.25322666,3.788799258379e-01,0.37887993,0.66297625
proposed,2,39,2527.41144937,3.818889652795e-01,0.38188897,0.66169309
proposed,2,40,2532.23245358,3.817665198299e-01,0.38176652,0.66320775
proposed,2,41,2536.78888239,3.788243601599e-01,0.37882436,0.66443208
proposed,2,42,2628.95779067,3.813592709557e-01,0.38135927,0.66417925
proposed,2,43,2615.43177722,3.852423532118e-01,0.38524235,0.66408893
proposed,2,44,2682.97500176,4.073169668020e-01,0.40731697,0.66430766
proposed,2,45,2687.06629488,4.054957078019e-01,0.40549571,0.66423414
proposed,2,46,2678.17050427,4.021750764256e-01,0.40217508,0.66416846
proposed,2,47,2685.97210448,4.039688042616e-01,0.4039688,0.66425961
proposed,2,48,2686.5959052,4.094303259189e-01,0.40943033,0.66463208
proposed,2,49,2678.76986937,4.113992307065e-01,0.41139923,0.66471361
proposed,2,50,2666.92936218,4.099999443520e-01,0.40999994,0.66441512
proposed,2,51,2661.99698786,4.074946977563e-01,0.4074947,0.66487085
proposed,2,52,2662.17305762,4.057405322456e-01,0.40574053,0.66546404
proposed,2,53,2672.80762002,4.101188332170e-01,0.41011883,0.6666579
proposed,2,54,2658.8445221,4.082011543623e-01,0.40820115,0.66699204
proposed,2,55,2644.8285623,4.109994727694e-01,0.41099947,0.66734663
proposed,2,56,2625.23377799,4.061529864328e-01,0.40615299,0.66838433
proposed,2,57,2633.8321827,4.077248368180e-01,0.40772484,0.66857736
proposed,2,58,2619.38205168,4.072231470083e-01,0.40722315,0.66888977
proposed,2,59,2620.01485309,4.067339330053e-01,0.40673393,0.66958295
proposed,2,60,2632.57359171,4.029028478733e-01,0.40290285,0.66898484
proposed,2,61,2652.78966721,4.049223258498e-01,0.40492233,0.66882264
proposed,2,62,2638.98574775,4.049760594395e-01,0.40497606,0.66854757
proposed,2,63,2635.10086432,4.023450622927e-01,0.40234506,0.66905616
proposed,2,64,2638.1031226,4.048820558137e-01,0.40488206,0.66888429
proposed,2,65,2633.85636946,4.048267299011e-01,0.40482673,0.66881531
proposed,2,66,2624.64124591,4.040964391839e-01,0.40409644,0.66882916
proposed,2,67,2611.35660044,4.011573725491e-01,0.40115737,0.66902704
proposed,2,68,2627.17603736,3.980459708516e-01,0.39804597,0.66914477
proposed,2,69,2625.109603,4.013092670422e-01,0.40130927,0.66900359
proposed,2,70,2631.23591705,4.042111802827e-01,0.40421118,0.66878233
proposed,2,71,2655.35139895,4.019429689164e-01,0.40194297,0.66883208
proposed,2,72,2648.05019048,4.024925426050e-01,0.40249254,0.66869441
proposed,2,73,2666.00788046,4.013771801558e-01,0.40137718,0.66852214
proposed,2,74,2671.42207907,4.016712938169e-01,0.40167129,0.66816616
proposed,2,75,2660.56882806,4.005424146851e-01,0.40054241,0.66776754
proposed,2,76,2646.69677009,4.016813806232e-01,0.40168138,0.66800812
proposed,2,77,2639.77349737,4.039396261145e-01,0.40393963,0.66810606
proposed,2,78,2650.12060877,4.054981963393e-01,0.4054982,0.66830442
proposed,2,79,2663.34081155,4.048118888535e-01,0.40481189,0.66858957
proposed,2,80,2662.23471289,4.073871233352e-01,0.40738712,0.66872959
proposed,2,81,2657.17676344,4.056695297202e-01,0.40566953,0.66929322
proposed,2,82,2661.12351879,4.038043117491e-01,0.40380431,0.66930602
proposed,2,83,2673.01802127,4.032586260175e-01,0.40325863,0.66918877
proposed,2,84,2685.97932812,4.059975926567e-01,0.40599759,0.66887887
proposed,2,85,2690.96568766,4.081529459534e-01,0.40815295,0.66843589
proposed,2,86,2734.2047917,4.086639790849e-01,0.40866398,0.66820684
proposed,2,87,2740.20210389,4.140137110046e-01,0.41401371,0.66858792
proposed,2,88,2728.98118518,4.127970995311e-01,0.4127971,0.66876416
proposed,2,89,2720.6022286,4.141375783589e-01,0.41413758,0.66925532
proposed,2,90,2722.68650483,4.143904351274e-01,0.41439044,0.66962897
proposed,2,91,2720.5635128,4.149216253187e-01,0.41492163,0.66957851
proposed,2,92,2730.81485104,4.146133701146e-01,0.41461337,0.66948145
proposed,2,93,2724.9320948,4.157501708395e-01,0.41575017,0.66970557
proposed,2,94,2721.68615689,4.175180283467e-01,0.41751803,0.66992108
proposed,2,95,2712.58585748,4.172133954945e-01,0.4172134,0.66991212
proposed,2,96,2712.31533358,4.144223668791e-01,0.41442237,0.67002081
proposed,2,97,2732.27983654,4.152486409543e-01,0.41524864,0.66998077
proposed,2,98,2750.15201041,4.187952038933e-01,0.4187952,0.66929592
proposed,2,99,2762.17201772,4.178725907826e-01,0.41787259,0.6687847
proposed,2,100,2755.9178842,4.194879330966e-01,0.41948793,0.668363
proposed,2,101,2760.28029561,4.217911725754e-01,0.42179117,0.66852892
proposed,2,102,2756.84806584,4.230098958426e-01,0.4230099,0.66860822
proposed,2,103,2762.68374861,4.212941710959e-01,0.42129417,0.66871535
proposed,2,104,2759.5457951,4.225604238209e-01,0.42256042,0.66896847
proposed,2,105,2757.53771719,4.223984233358e-01,0.42239842,0.6692088
proposed,2,106,2750.44424553,4.213077946813e-01,0.42130779,0.6696781
proposed,2,107,2751.98372257,4.195695928344e-01,0.41956959,0.66963217
proposed,2,108,2749.76306641,4.198195682917e-01,0.41981957,0.67002493
proposed,2,109,2754.34880594,4.207921922652e-01,0.42079219,0.67001602
proposed,2,110,2779.90096927,4.205855117634e-01,0.42058551,0.67024913
proposed,2,111,2773.75975066,4.213008383301e-01,0.42130084,0.67013661
proposed,2,112,2766.26592275,4.215466463251e-01,0.42154665,0.67031527
proposed,2,113,2761.53570003,4.214636749004e-01,0.42146367,0.67053163
proposed,2,114,2757.11094386,4.200221203207e-01,0.42002212,0.6703679
proposed,2,115,2761.0690953,4.218542775498e-01,0.42185428,0.67050711
proposed,2,116,2765.87272482,4.200577561185e-01,0.42005776,0.6700159
proposed,2,117,2782.48249964,4.236889900195e-01,0.42368899,0.66998833
proposed,2,118,2793.13582123,4.216706312362e-01,0.42167063,0.66981702
proposed,2,119,2787.44516694,4.226187335687e-01,0.42261873,0.66927567
proposed,2,120,2792.52129011,4.230572002247e-01,0.4230572,0.669173
proposed,2,121,2796.79722386,4.223349856524e-01,0.42233499,0.66917234
proposed,2,122,2832.46659334,4.339347325984e-01,0.43393473,0.66888737
proposed,2,123,2829.97771941,4.348913629718e-01,0.43489136,0.66912122
proposed,2,124,2821.37499206,4.346236195416e-01,0.43462362,0.66927496
proposed,2,125,2864.82261842,4.389122851884e-01,0.43891229,0.66937139
proposed,2,126,2868.03612108,4.406165131832e-01,0.44061651,0.66942413
proposed,2,127,2869.3860996,4.419203257006e-01,0.44192033,0.66929562
proposed,2,128,2870.41162941,4.431386618603e-01,0.44313866,0.66952338
proposed,2,129,2877.4314669,4.442787906166e-01,0.44427879,0.66970325
proposed,2,130,2872.4761402,4.437126505318e-01,0.44371265,0.66984154
proposed,2,131,2874.59577172,4.436586830969e-01,0.44365868,0.67005588
proposed,2,132,2875.67479178,4.448916731542e-01,0.44489167,0.67021788
proposed,2,133,2880.58470512,4.464280252515e-01,0.44642803,0.67029473
proposed,2,134,2884.48278452,4.495329093612e-01,0.44953291,0.67041142
proposed,2,135,2877.47658974,4.490602966018e-01,0.4490603,0.6703208
proposed,2,136,2878.06704464,4.471009349956e-01,0.44710093,0.6704285
proposed,2,137,2882.37827528,4.481105890212e-01,0.44811059,0.67043232
proposed,2,138,2883.9902737,4.468337771895e-01,0.44683378,0.67013002
proposed,2,139,2886.6605043,4.476378109206e-01,0.44763781,0.66994275
proposed,2,140,2897.46683762,4.468534109596e-01,0.44685341,0.67011929
proposed,2,141,2910.39067256,4.487360974246e-01,0.4487361,0.66992261
proposed,2,142,2928.26376053,4.559448135562e-01,0.45594481,0.66970677
proposed,2,143,2922.92599767,4.557072080226e-01,0.45570721,0.66959635
proposed,2,144,2918.43498121,4.552888114737e-01,0.45528881,0.66959722
proposed,2,145,2916.4564247,4.562717526077e-01,0.45627175,0.66960946
proposed,2,146,2908.84437668,4.552205394018e-01,0.45522054,0.66992311
proposed,2,147,2904.05920265,4.535814689767e-01,0.45358147,0.66983661
proposed,2,148,2903.49385371,4.524033257404e-01,0.45240333,0.66984414
proposed,2,149,2902.10619353,4.524205677466e-01,0.45242057,0.67015774
proposed,2,150,2901.32070987,4.520836275617e-01,0.45208363,0.67050882
proposed,2,151,2900.18767895,4.524443128159e-01,0.45244431,0.67086865
proposed,2,152,2936.9013501,4.639136403305e-01,0.46391364,0.67094492
proposed,2,153,2932.86394529,4.647809547880e-01,0.46478095,0.67066632
proposed,2,154,2933.74970422,4.629885281655e-01,0.46298853,0.67085432
proposed,2,155,2930.10519566,4.630741348713e-01,0.46307413,0.67089731
proposed,2,156,2932.23755376,4.622922561542e-01,0.46229226,0.67088084
proposed,2,157,2948.20986601,4.687565183127e-01,0.46875652,0.67115887
proposed,2,158,2941.43007275,4.684904714715e-01,0.46849047,0.6712529
proposed,2,159,2948.86216364,4.717247202052e-01,0.47172472,0.67153319
proposed,2,160,2942.60681989,4.707941149170e-01,0.47079411,0.67136998
proposed,2,161,2940.58393965,4.716909824649e-01,0.47169098,0.67133926
proposed,2,162,2977.88217331,4.830798031927e-01,0.4830798,0.67178059
proposed,2,163,2976.68324476,4.830054373725e-01,0.48300544,0.6719336
proposed,2,164,2976.85496867,4.828136053854e-01,0.48281361,0.67193436
proposed,2,165,2972.10267234,4.831450484502e-01,0.48314505,0.67213777
proposed,2,166,2980.36891484,4.827766463976e-01,0.48277665,0.67244608
proposed,2,167,2974.80015269,4.832894680029e-01,0.48328947,0.67251384
proposed,2,168,2985.92814727,4.867815821773e-01,0.48678158,0.67243881
proposed,2,169,2980.37442033,4.858087699665e-01,0.48580877,0.67249231
proposed,2,170,2974.10799278,4.841140348483e-01,0.48411403,0.67260997
proposed,2,171,2974.37324331,4.841578238565e-01,0.48415782,0.67279142
proposed,2,172,2967.15971526,4.828518109353e-01,0.48285181,0.67298308
proposed,2,173,2979.0397673,4.862371678460e-01,0.48623717,0.67322725
proposed,2,174,2972.42399871,4.850036971767e-01,0.4850037,0.67330433
proposed,2,175,2968.79671758,4.854171305203e-01,0.48541713,0.67354727
proposed,2,176,2975.24653053,4.878830528912e-01,0.48788305,0.67380513
proposed,2,177,2981.89313922,4.876008891185e-01,0.48760089,0.67428817
proposed,2,178,2986.4228043,4.863922717383e-01,0.48639227,0.67409248
proposed,2,179,2985.44805022,4.858750181278e-01,0.48587502,0.6740916
proposed,2,180,2982.62122225,4.856968608331e-01,0.48569686,0.67440993
proposed,2,181,2997.17582961,4.870490628180e-01,0.48704906,0.67466952
proposed,2,182,2991.24891269,4.875881896932e-01,0.48758819,0.6744427
proposed,2,183,2986.22602925,4.867861844491e-01,0.48678618,0.67455427
proposed,2,184,2994.4436483,4.879267525253e-01,0.48792675,0.6747061
proposed,2,185,2992.93641296,4.881898709516e-01,0.48818987,0.67463186
proposed,2,186,2986.65451666,4.885565589241e-01,0.48855656,0.67447403
proposed,2,187,2986.8187847,4.893003648463e-01,0.48930036,0.67463428
proposed,2,188,2987.3127111,4.881463341286e-01,0.48814633,0.67493394
proposed,2,189,3010.78436876,4.959108232660e-01,0.49591082,0.67519111
proposed,2,190,3005.55649322,4.951971221276e-01,0.49519712,0.67499658
proposed,2,191,3010.02174399,4.941395558337e-01,0.49413956,0.67500178
proposed,2,192,3008.92099564,4.944191988687e-01,0.4944192,0.67489799
proposed,2,193,3006.05815284,4.945889960421e-01,0.494589,0.67496996
proposed,2,194,3008.14862688,4.958299994899e-01,0.49583,0.67504368
proposed,2,195,3003.56546241,4.951990927850e-01,0.49519909,0.67493101
proposed,2,196,2997.59790699,4.937572323014e-01,0.49375723,0.67485974
proposed,2,197,2997.63404235,4.926234642827e-01,0.49262346,0.67483096
proposed,2,198,2999.15525409,4.930939152647e-01,0.49309392,0.67502408
proposed,2,199,2995.55773348,4.915210559664e-01,0.49152106,0.67515672
proposed,2,200,2996.83291531,4.932449800788e-01,0.49324498,0.67523223
proposed,2,201,3006.20657477,4.938627245761e-01,0.49386272,0.67528219
proposed,2,202,2999.80402639,4.938795739904e-01,0.49387957,0.67514638
proposed,2,203,3004.18003515,4.965413345734e-01,0.49654133,0.67539727
proposed,2,204,3005.65015427,4.948349049206e-01,0.4948349,0.67538753
proposed,2,205,3001.55772749,4.941260518617e-01,0.49412605,0.67534898
proposed,2,206,3014.38974638,4.988600015134e-01,0.49886,0.67551936
proposed,2,207,3011.57598673,4.987825595122e-01,0.49878256,0.67535854
proposed,2,208,3005.78605061,4.981738605294e-01,0.49817386,0.67540041
proposed,2,209,3003.69086734,4.975840133294e-01,0.49758401,0.67550525
proposed,2,210,3005.56406981,4.986811119088e-01,0.49868111,0.67568768
proposed,2,211,3003.87174754,4.975644234731e-01,0.49756442,0.67591276
proposed,2,212,2998.06366435,4.968456186089e-01,0.49684562,0.67596346
proposed,2,213,2996.08597405,4.969339062267e-01,0.49693391,0.67612471
proposed,2,214,2996.40347664,4.960521082089e-01,0.49605211,0.6763859
proposed,2,215,3048.36742731,5.106325568634e-01,0.51063256,0.67635033
proposed,2,216,3054.94421211,5.110260570245e-01,0.51102606,0.67623724
proposed,2,217,3054.59040087,5.097122501858e-01,0.50971225,0.67607741
proposed,2,218,3048.06572567,5.096185989361e-01,0.5096186,0.67594447
proposed,2,219,3048.23211166,5.099188506291e-01,0.50991885,0.67607193
proposed,2,220,3046.08787218,5.085033691015e-01,0.50850337,0.67609672
proposed,2,221,3042.80036958,5.080377197377e-01,0.50803772,0.6760499
proposed,2,222,3047.09947867,5.066231157950e-01,0.50662312,0.67609596
proposed,2,223,3043.57082455,5.065882952134e-01,0.5065883,0.67618603
proposed,2,224,3043.34610652,5.067768324228e-01,0.50677683,0.67621784
proposed,2,225,3045.65178314,5.059641947195e-01,0.50596419,0.67623564
proposed,2,226,3043.05852501,5.057091980011e-01,0.5057092,0.67629153
proposed,2,227,3039.5742755,5.040838440701e-01,0.50408384,0.67630807
proposed,2,228,3040.69092485,5.044019747841e-01,0.50440197,0.67629024
proposed,2,229,3037.80564304,5.032776083829e-01,0.50327761,0.67629977
proposed,2,230,3042.79021389,5.034296672442e-01,0.50342967,0.67635654
proposed,2,231,3038.45987158,5.034501877869e-01,0.50345019,0.67628881
proposed,2,232,3042.85924903,5.031190922821e-01,0.50311909,0.67646624
proposed,2,233,3043.28981858,5.029708913224e-01,0.50297089,0.67652137
proposed,2,234,3035.93452093,5.012496629891e-01,0.50124966,0.67655548
proposed,2,235,3044.4983169,5.043624920094e-01,0.50436249,0.6764592
proposed,2,236,3046.10944804,5.030658194959e-01,0.50306582,0.67635411
proposed,2,237,3041.9474546,5.030894894760e-01,0.50308949,0.67640885
proposed,2,238,3040.38172998,5.027609261363e-01,0.50276093,0.67653888
proposed,2,239,3034.55276579,5.017049516512e-01,0.50170495,0.67663133
proposed,2,240,3038.86189037,5.010569762843e-01,0.50105698,0.6766247
proposed,2,241,3042.50624369,5.011595820064e-01,0.50115958,0.67655162
proposed,2,242,3039.31648737,5.010885537694e-01,0.50108855,0.67642269
proposed,2,243,3037.09252179,5.015455482913e-01,0.50154555,0.67627484
proposed,2,244,3038.02506494,5.020844268878e-01,0.50208443,0.6763652
proposed,2,245,3041.73298425,5.011167576923e-01,0.50111676,0.67632798
proposed,2,246,3037.53963954,5.009300570220e-01,0.50093006,0.67635086
proposed,2,247,3036.04321764,5.004473506395e-01,0.50044735,0.67625125
proposed,2,248,3035.07604552,5.000124234863e-01,0.50001242,0.67637444
proposed,2,249,3032.5105673,4.994780086508e-01,0.49947801,0.67629935
proposed,2,250,3030.46514708,4.996960280221e-01,0.49969603,0.67646289
proposed,2,251,3032.17726093,4.993576350181e-01,0.49935764,0.67652338
proposed,2,252,3045.34933337,5.038620827287e-01,0.50386208,0.67651472
proposed,2,253,3039.95163585,5.034009253376e-01,0.50340093,0.67629214
proposed,2,254,3036.46568289,5.016792094402e-01,0.50167921,0.67622022
proposed,2,255,3030.76974905,5.013310423185e-01,0.50133104,0.67599259
proposed,2,256,3030.57325954,5.008051095929e-01,0.50080511,0.67609279
proposed,2,257,3027.38672564,5.006688780494e-01,0.50066888,0.67597573
proposed,2,258,3025.01486986,5.003643357751e-01,0.50036434,0.67603211
proposed,2,259,3038.90010177,5.046324693828e-01,0.50463247,0.67599364
proposed,2,260,3033.99760712,5.044763701329e-01,0.50447637,0.67592695
proposed,2,261,3038.17691592,5.064644719382e-01,0.50646447,0.67605865
proposed,2,262,3034.30313284,5.057664230665e-01,0.50576642,0.67606301
proposed,2,263,3028.39304103,5.042960107738e-01,0.50429601,0.67616892
proposed,2,264,3030.88249126,5.040122784742e-01,0.50401228,0.67619433
proposed,2,265,3034.9745577,5.060611154844e-01,0.50606112,0.67618782
proposed,2,266,3030.56335897,5.058946231936e-01,0.50589462,0.67595758
proposed,2,267,3028.13513984,5.051338152412e-01,0.50513382,0.67586258
proposed,2,268,3023.95764409,5.046058066110e-01,0.50460581,0.67587038
proposed,2,269,3021.92853699,5.044707390229e-01,0.50447074,0.67610053
proposed,2,270,3017.5406073,5.032155646650e-01,0.50321556,0.67622978
proposed,2,271,3017.41085334,5.030339459956e-01,0.50303395,0.67638883
proposed,2,272,3020.22549806,5.038787416832e-01,0.50387874,0.67650772
proposed,2,273,3018.03204144,5.035244457900e-01,0.50352445,0.67645079
proposed,2,274,3014.86915752,5.036241912832e-01,0.50362419,0.67651215
proposed,2,275,3015.73763907,5.041205693940e-01,0.50412057,0.67666147
proposed,2,276,3011.36099231,5.038156342593e-01,0.50381563,0.67664336
proposed,2,277,3013.34170616,5.029936126861e-01,0.50299361,0.6767149
proposed,2,278,3023.15313215,5.038312896556e-01,0.50383129,0.6767462
proposed,2,279,3018.61887403,5.035719668982e-01,0.50357197,0.67675804
proposed,2,280,3012.40348818,5.029523205574e-01,0.50295232,0.6767764
proposed,2,281,3013.29087747,5.032631687712e-01,0.50326317,0.67688381
proposed,2,282,3014.49414158,5.030922621373e-01,0.50309226,0.6771534
proposed,2,283,3014.86431358,5.031631236867e-01,0.50316312,0.67729204
proposed,2,284,3011.28256944,5.030482198388e-01,0.50304822,0.67716987
proposed,2,285,3009.66835231,5.024942800151e-01,0.50249428,0.6772708
proposed,2,286,3011.01595925,5.018477176687e-01,0.50184772,0.67720643
proposed,2,287,3030.92632681,5.047917194682e-01,0.50479172,0.67727214
proposed,2,288,3026.85379638,5.048869650326e-01,0.50488697,0.67684485
proposed,2,289,3029.01334956,5.042987921930e-01,0.50429879,0.67685806
proposed,2,290,3026.10744657,5.046503438186e-01,0.50465034,0.67673432
proposed,2,291,3021.29686353,5.042765802494e-01,0.50427658,0.67676698
proposed,2,292,3020.82038154,5.042060428385e-01,0.50420604,0.67689189
proposed,2,293,3022.84141873,5.053197364149e-01,0.50531974,0.67691237
proposed,2,294,3019.6559642,5.053960042636e-01,0.505396,0.67680327
proposed,2,295,3016.41351993,5.052693799365e-01,0.50526938,0.67683611
proposed,2,296,3014.64706165,5.050188527654e-01,0.50501885,0.67700782
proposed,2,297,3012.1117505,5.053660986662e-01,0.5053661,0.67690613
proposed,2,298,3014.13133412,5.053490185101e-01,0.50534902,0.67696363
proposed,2,299,3023.3338399,5.089013920989e-01,0.50890139,0.67674838
proposed,2,300,3021.37135903,5.089491695742e-01,0.50894917,0.6767102
proposed,2,301,3020.2135482,5.082305908601e-01,0.50823059,0.67665257
proposed,2,302,3017.46418549,5.081343171331e-01,0.50813432,0.67649715
proposed,2,303,3016.62392146,5.084686529486e-01,0.50846865,0.6764452
proposed,2,304,3012.81453665,5.088459626002e-01,0.50884596,0.67637419
proposed,2,305,3017.78456869,5.091018877839e-01,0.50910189,0.67624477
proposed,2,306,3015.32346306,5.088706553263e-01,0.50887066,0.67612154
proposed,2,307,3014.15577025,5.084655795383e-01,0.50846558,0.67604928
proposed,2,308,3009.73716415,5.079604921106e-01,0.50796049,0.67590228
proposed,2,309,3007.38978799,5.081334093544e-01,0.50813341,0.67595131
